Date,Open,High,Low,Close,Volume
1996-02-21,2.6681292057037354,2.6681292057037354,2.6681292057037354,2.6681292057037354,0
1996-02-22,2.6681298671676568,2.7553494822222446,2.695881657388646,2.7157042026519775,848000
1996-02-23,2.7157044507346355,2.7751724700443097,2.695881903660492,2.711740016937256,687000
1996-02-26,2.7117391630920404,2.755348866349943,2.676058324932336,2.6839873790740967,647000
1996-02-27,2.6879527473646188,2.7157043500482363,2.6165910512213397,2.6919171810150146,841000
1996-02-28,2.6919167207204193,2.731561995663454,2.620555225822957,2.636413335800171,422000
1996-02-29,2.6165906901434757,2.6165906901434757,2.378718843592903,2.430257797241211,1275000
1996-03-01,2.430257677352588,2.4976547381765526,2.378718726246782,2.4659383296966553,732000
1996-03-04,2.465938451345464,2.458009396095231,2.418364119844067,2.430257797241211,647000
1996-03-05,2.430257797241211,2.430257797241211,2.430257797241211,2.430257797241211,0
1996-03-06,2.4302569387055075,2.497653979044961,2.442150422857457,2.4580085277557373,360000
1996-03-07,2.458009113626934,2.497654574365729,2.398541300605876,2.426292896270752,486000
1996-03-08,2.4262931030188426,2.434222158033535,2.378718772930689,2.4183640480041504,387000
1996-03-11,2.41836384547683,2.414399412823279,2.3588958433250293,2.374753952026367,324000
1996-03-12,2.3747538209375527,2.3747538209375527,2.3232150650249803,2.3430376052856445,400000
1996-03-13,2.343038021998262,2.458009418706034,2.378718865474326,2.4421513080596924,486000
1996-03-14,2.442150798205154,2.4976543629233086,2.414399204889628,2.4342217445373535,529000
1996-03-15,2.4580091594467603,2.4580091594467603,2.378718614578247,2.378718614578247,807000
1996-03-18,2.378719499693171,2.3985422378080705,2.32321609763255,2.366825819015503,388000
1996-03-19,2.3668247670245757,2.37871844241582,2.2994279032860487,2.3430376052856445,617000
1996-03-20,2.3430376052856445,2.3430376052856445,2.3430376052856445,2.3430376052856445,0
1996-03-21,2.343038049425183,2.390612570964692,2.3390736162389865,2.382683515548706,643000
1996-03-22,2.3826831954206034,2.394576682424823,2.3271796259223536,2.374753952026367,194000
1996-03-25,2.3747538608991348,2.418363752676141,2.362860374351308,2.398541212081909,413000
1996-03-26,2.39854056637287,2.442150257366188,2.362859738247874,2.414398670196533,643000
1996-03-27,2.414398833807227,2.4659375802048777,2.402505160611756,2.4580085277557373,795000
1996-03-28,2.458008708881605,2.5967674205317013,2.481796057025391,2.5452284812927246,1124000
1996-03-29,2.545228809229339,2.62451934977959,2.5372997551743137,2.5729804039001465,1356000
1996-04-01,2.5729801027622314,2.616589989482611,2.5690156707204905,2.608660936355591,963000
1996-04-02,2.608661572035225,2.735526642025612,2.60073251697605,2.6958813667297363,1835000
1996-04-03,2.6958802504021304,2.8544612859193683,2.6958802504021304,2.7672417163848877,2082000
1996-04-04,2.7672421200554003,2.7394903402698487,2.6562351899567287,2.6998450756073,1134000
1996-04-05,2.6998450756073,2.6998450756073,2.6998450756073,2.6998450756073,0
1996-04-08,2.6998452498786913,2.7513841917885418,2.703809871122624,2.7355260848999023,925000
1996-04-09,2.7355263255173226,2.7434553796590833,2.6602002166488146,2.6839873790740967,1219000
1996-04-10,2.6839872894096013,2.743455288007929,2.5690159136731614,2.604696750640869,904000
1996-04-11,2.5769455920944835,2.648307094281403,2.5769455920944835,2.6443426609039307,631000
1996-04-12,2.64434291980053,2.683988202674768,2.6007330141170586,2.656236410140991,564000
1996-04-15,2.7038107133027,2.7394913703941377,2.67605892308171,2.7157042026519775,988000
1996-04-16,2.7117396133097054,2.7236331019751865,2.6641650915169994,2.676058769226074,783000
1996-04-17,2.676059207664004,2.7949952480665208,2.7157044914503015,2.779137134552002,1546000
1996-04-18,2.8148166104748302,2.9297879795770125,2.7791359646095795,2.898071765899658,2706000
1996-04-19,2.933753256537021,3.19144783382863,2.8742852480784054,3.04872465133667,6350000
1996-04-22,3.1716250774860386,3.250915628805755,2.9377176675274956,2.9892566204071045,5643000
1996-04-23,2.989256185751685,3.005114293709766,2.8782494300451167,2.9416818618774414,3214000
1996-04-24,3.088369927294551,3.211270566329364,3.013043808452783,3.04872465133667,5343000
1996-04-25,3.092334216187988,3.092334216187988,2.862391262323324,2.9218592643737793,3333000
1996-04-26,2.9218598121905455,3.0090796152955903,2.8742854772479407,2.933753490447998,2039000
1996-04-29,2.933752940401297,2.96150453605956,2.88617861437836,2.9218592643737793,1350000
1996-04-30,2.921859784953527,2.9337534631001088,2.7791367814561494,2.8108530044555664,2701000
1996-05-01,2.810852080691834,2.993220492048185,2.862390831606294,2.874284505844116,1662000
1996-05-02,2.9178949232478772,2.9178949232478772,2.8108525918170613,2.8267107009887695,1170000
1996-05-03,2.82671046332231,2.8306748957601258,2.767242464406617,2.7751715183258057,1779000
1996-05-06,2.77517160494071,2.77517160494071,2.656235603397254,2.680022954940796,1360000
1996-05-07,2.6800225712045367,2.727596889392614,2.656235223066962,2.7077741622924805,1821000
1996-05-08,2.537299862829311,2.7751716836162785,2.537299862829311,2.763278007507324,1617000
1996-05-09,2.7632774990673785,2.7712065519998883,2.680022537797792,2.6998450756073,1115000
1996-05-10,2.699845487357618,2.6919164332158574,2.5690159994967847,2.6839873790740967,1371000
1996-05-13,2.6839882241811086,2.7157044507346355,2.656236431424962,2.711740016937256,712000
1996-05-14,2.7632785381362983,2.7632785381362983,2.67605892308171,2.7157042026519775,1192000
1996-05-15,2.715704158865231,2.7751721717835998,2.695881613921509,2.7593140602111816,1608000
1996-05-16,2.7593139058165397,2.909966146368519,2.7870656940372487,2.8346400260925293,2671000
1996-05-17,2.8148176060848273,2.8148176060848273,2.7553495898839877,2.798959493637085,1385000
1996-05-20,2.7553484461348683,2.75931306712289,2.6958806436628118,2.6998450756073,933000
1996-05-21,2.695881618116285,2.695881618116285,2.636413605105384,2.6443426609039307,1644000
1996-05-22,2.644342547393333,2.7117396133097054,2.672094146975185,2.676058769226074,645000
1996-05-23,2.6958818820588495,2.6958818820588495,2.64434291980053,2.656236410140991,361000
1996-05-24,2.656235595056153,2.695881054808519,2.656235595056153,2.6839873790740967,473000
1996-05-27,2.6839879305279446,2.6839879305279446,2.6364135959027277,2.6483070850372314,1362000
1996-05-28,2.6483065812694897,2.6958810958885606,2.6165903642191526,2.6879520416259766,1390000
1996-05-29,2.687952192809921,2.735526521061246,2.69191662564241,2.7315618991851807,1314000
1996-05-30,2.775171460359906,2.775171460359906,2.6760581939184807,2.703809976577759,804000
1996-05-31,2.703809730298575,2.7196678363612676,2.6720933291296545,2.7077741622924805,486000
1996-06-03,2.707774303323011,2.7751713521215002,2.707774303323011,2.7355260848999023,766000
1996-06-04,2.735526642025612,2.7553491851517578,2.676058634560006,2.6958813667297363,1698000
1996-06-05,2.6958806436628118,2.7355259083253607,2.687951590730302,2.6998450756073,437000
1996-06-06,2.7315623453407927,2.743456023868048,2.699846121326255,2.723633289337158,622000
1996-06-07,2.7117397998535098,2.7315623453407927,2.699846121326255,2.723633289337158,405000
1996-06-10,2.7474200173646977,2.7474200173646977,2.715703798429328,2.72759747505188,860000
1996-06-11,2.751384848128427,2.751384848128427,2.6958814607779167,2.7196686267852783,1054000
1996-06-12,2.7355267496218563,2.8108528701686084,2.7275976942508082,2.7831010818481445,1657000
1996-06-13,2.7831008884737285,3.0764762949054845,2.775171833653604,3.072511672973633,7320000
1996-06-14,3.112157057928866,3.30641919150687,3.112157057928866,3.207305908203125,9036000
1996-06-17,3.2112703733818404,3.274702811103145,3.0526889009914266,3.068547010421753,6812000
1996-06-18,3.052689491434327,3.0923349617218374,2.9733989289465312,3.0368313789367676,4708000
1996-06-19,3.1200857288515396,3.131979404562684,2.993220862831664,3.0130434036254883,3422000
1996-06-20,2.973397569143761,3.0130428322569722,2.933752306030549,2.9852912425994873,2981000
1996-06-21,2.9337529489610596,2.985291896824733,2.898072109817968,2.9178948402404785,2364000
1996-06-24,2.941682179464038,2.941682179464038,2.8544623872347072,2.9020369052886963,1931000
1996-06-25,2.913930810128896,2.9178954326357283,2.8623918518017106,2.886179208755493,4000000
1996-06-26,3.0526890667455584,3.1914478153605637,3.0526890667455584,3.1042280197143555,14061000
1996-06-27,3.1002634210883806,3.1280150180943904,3.017008251983198,3.116121530532837,7982000
1996-06-28,3.13990912166126,3.211270812908581,3.1002638426591944,3.1636962890625,14959000
1996-07-01,3.1795538051175996,3.191447291361572,3.072511294660517,3.0962984561920166,11334000
1996-07-02,3.112156771040307,3.155766664606059,3.072511499182154,3.088369607925415,6039000
1996-07-03,3.072511129601865,3.0923338576683275,3.0368302946996506,3.0566530227661133,7855000
1996-07-04,3.036830523273968,3.100263144434928,2.993220820715034,3.060617685317993,9477000
1996-07-05,3.0566530227661133,3.100262911086203,3.0526884015354026,3.0566530227661133,3069000
1996-07-08,3.116121569006106,3.116121569006106,3.0566535633333842,3.072511672973633,1927000
1996-07-09,3.0725113032786253,3.0764759247334403,3.028901412493443,3.040795087814331,3414000
1996-07-10,3.0209732664392086,3.052689491434327,2.9932216640902864,3.0368313789367676,3917000
1996-07-11,3.032866945334184,3.0645831703293025,3.032866945334184,3.0368313789367676,1296000
1996-07-12,3.0249373824757995,3.0447599252561077,2.9971855957310707,3.0289018154144287,1200000
1996-07-15,3.0209732664392086,3.0487250578317435,2.9932216640902864,3.0368313789367676,2558000
1996-07-16,3.032866414316948,3.072511688619451,2.989256518062405,3.0170083045959473,3377000
1996-07-17,3.009079352758827,3.0130437858030197,2.8703206043839438,2.9892566204071045,5582000
1996-07-18,2.973398415230434,3.0090792567071447,2.937717573753723,2.9654693603515625,2085000
1996-07-19,2.973398003104895,2.993220732076349,2.9337527342055405,2.9813270568847656,2348000
1996-07-22,3.0328664537861947,3.0328664537861947,2.941682227181991,2.973398447036743,863000
1996-07-23,2.977362842464442,2.977362842464442,2.898072109817968,2.9178948402404785,3695000
1996-07-24,2.902036726559917,2.902036726559917,2.755348937579898,2.8703203201293945,6060000
1996-07-25,2.8544624169451955,2.8941078805767635,2.8386043071100007,2.862391471862793,2542000
1996-07-26,2.8386039481957948,2.909965622474754,2.8267104618450065,2.878249406814575,6639000
1996-07-29,2.8941076722131784,3.048724326496369,2.8663558874778086,2.8703203201293945,4140000
1996-07-30,2.8544619566463116,2.8544619566463116,2.6086611047940536,2.8029232025146484,12399000
1996-07-31,2.7434558357732737,2.8148173349133505,2.660200658921387,2.791030168533325,2970000
1996-08-01,2.814817428588867,2.830675540036633,2.775172149969452,2.814817428588867,1097000
1996-08-02,2.874284852340093,2.874284852340093,2.7831006356696304,2.8425686359405518,822000
1996-08-05,2.814817650462316,2.933753684739102,2.814817650462316,2.866356611251831,1454000
1996-08-06,2.858426927167811,3.013043586537592,2.858426927167811,2.9932210445404053,2350000
1996-08-07,2.933752940401297,2.9694335903967164,2.8941076687155163,2.9218592643737793,681000
1996-08-08,2.933753356478279,2.9456468451490134,2.894108079169842,2.906001567840576,371000
1996-08-09,2.882214069366455,2.913930287558858,2.8703203930225176,2.882214069366455,328000
1996-08-12,2.8980728366473434,2.8980728366473434,2.8544629322067063,2.866356611251831,830000
1996-08-13,2.8544626638245862,2.874285397354817,2.8346401193379527,2.8584272861480713,839000
1996-08-14,2.862390827259706,2.866355448347473,2.814816508467737,2.8227455615997314,655000
1996-08-15,2.8227455615997314,2.8227455615997314,2.8227455615997314,2.8227455615997314,0
1996-08-16,2.814816688451359,2.8346394170706106,2.7989585811733777,2.8029232025146484,302000
1996-08-19,2.8941075161571916,2.8941075161571916,2.727597194810674,2.7751715183258057,610000
1996-08-20,2.751385278082782,2.7989596175318674,2.6364138632256826,2.656236410140991,1982000
1996-08-21,2.7355267496218563,2.8544625801875765,2.7355267496218563,2.7831010818481445,785000
1996-08-22,2.8148169883754455,2.8544622607946772,2.759313606988521,2.771207094192505,488000
1996-08-23,2.7593134104874286,2.787065193726367,2.7593134104874286,2.7751715183258057,862000
1996-08-26,2.7831002294020832,2.8148164411717995,2.7712065554666725,2.80688738822937,1025000
1996-08-27,2.791029713422385,2.874284876698517,2.7870652808606264,2.854462146759033,905000
1996-08-28,2.8386039481957948,2.88617846072962,2.8386039481957948,2.878249406814575,799000
1996-08-29,2.854461877571523,2.9297879795770125,2.8504974453836267,2.898071765899658,972000
1996-08-30,2.85842682967653,2.9297883187109353,2.85842682967653,2.9218592643737793,557000
1996-09-02,2.9337534812037083,2.9456469703800816,2.898072635587384,2.937717914581299,453000
1996-09-03,3.0090796708132075,3.0090796708132075,2.8465337398615933,2.886179208755493,1064000
1996-09-04,2.854461877571523,2.9020363871311,2.854461877571523,2.898071765899658,746000
1996-09-05,2.9139307563667782,2.965469713743068,2.9060017005430105,2.933753490447998,1373000
1996-09-06,2.9258244254049255,2.953576026178865,2.9060016913861673,2.937717914581299,570000
1996-09-09,2.949611602095533,2.949611602095533,2.917895378800463,2.933753490447998,1236000
1996-09-10,2.921859164806481,2.9535753810743217,2.9099656782278207,2.949610948562622,1502000
1996-09-11,2.965469527041726,2.965469527041726,2.9258242504188936,2.953575849533081,1163000
1996-09-12,2.9337523246857553,2.9535748618466457,2.9139295984813374,2.945645809173584,671000
1996-09-13,2.9297886835593814,2.965469527041726,2.9297886835593814,2.953575849533081,308000
1996-09-16,2.9060005458082756,2.9654685353780024,2.9060005458082756,2.945645809173584,641000
1996-09-17,2.9496104112758337,3.0130428322569722,2.933752306030549,2.9852912425994873,647000
1996-09-18,2.9535753810743217,2.9694334892082423,2.9337528404287014,2.949610948562622,413000
1996-09-19,2.953575481722404,2.973398212087078,2.913930210036623,2.9218592643737793,264000
1996-09-20,2.9139298727383354,2.9337526008084542,2.882213659060981,2.898071765899658,282000
1996-09-23,2.886179208755493,2.902037320695611,2.834640250428308,2.886179208755493,594000
1996-09-24,2.862390831606294,2.9020362863700093,2.8584263995560457,2.874284505844116,605000
1996-09-25,2.8227458403657053,2.9258237303048436,2.8227458403657053,2.878249406814575,230000
1996-09-26,2.8623919885555846,2.874285667600709,2.850498498554075,2.866356611251831,322000
1996-09-27,2.8584272861480713,2.894108130885048,2.806888330204349,2.8584272861480713,905000
1996-09-30,2.783100829247529,2.8584269429575104,2.783100829247529,2.838604211807251,414000
1996-10-01,2.8386039481957948,2.9258237303048436,2.791029624705527,2.878249406814575,1144000
1996-10-02,2.878249406814575,2.878249406814575,2.878249406814575,2.878249406814575,0
1996-10-03,2.9218595698829892,2.9218595698829892,2.814817230617266,2.818781852722168,660000
1996-10-04,2.783100829247529,2.874285052260288,2.783100829247529,2.838604211807251,807000
1996-10-07,2.7910294590101397,2.8148166193430986,2.6562353614131604,2.7355260848999023,1285000
1996-10-08,2.6205545462822015,2.7553484461348683,2.6205545462822015,2.6998450756073,785000
1996-10-09,2.830674717896138,2.830674717896138,2.668129028244468,2.739490509033203,664000
1996-10-10,2.763278831993858,2.7949952480665208,2.7355272278652625,2.779137134552002,397000
1996-10-11,2.810852355483933,2.8544620575176918,2.7593134104874286,2.7751715183258057,210000
1996-10-14,2.7751717946040166,2.7751717946040166,2.7196684116441374,2.7315618991851807,249000
1996-10-15,2.7117398751745023,2.842569397390182,2.69588176272676,2.798959493637085,603000
1996-10-16,2.69588097913392,2.846533003598503,2.69588097913392,2.7751715183258057,300000
1996-10-17,2.7553488620023057,2.7949943216921156,2.751384429459462,2.787065267562866,303000
1996-10-18,2.7949948838009595,2.842569218144258,2.775172149969452,2.814817428588867,1006000
1996-10-21,2.814817428588867,2.814817428588867,2.814817428588867,2.814817428588867,0
1996-10-22,2.969433793269208,3.0090792567071447,2.894107866441721,2.9654693603515625,859000
1996-10-23,3.084405271337599,3.1716248721423406,3.0209726453451218,3.112156867980957,1084000
1996-10-24,3.09233479596695,3.1240510192620197,2.9060017005430105,2.933753490447998,821000
1996-10-25,2.9178946266457984,2.9892561106646367,2.906000951454215,2.9813270568847656,297000
1996-10-28,2.9813274632019047,3.032866414316948,2.9733984083414042,3.0170083045959473,613000
1996-10-29,2.98925704144409,3.068547603931886,2.98925704144409,3.0368313789367676,778000
1996-10-30,3.0368313789367676,3.0368313789367676,3.0368313789367676,3.0368313789367676,0
1996-10-31,3.0328665181547416,3.092334526166322,2.9218595572635526,2.9892566204071045,731000
1996-11-01,2.973397970911059,3.0447594541572456,2.973397970911059,3.0249369144439697,622000
1996-11-04,2.937717198511819,3.052688574091664,2.937717198511819,3.040795087814331,694000
1996-11-05,3.0289013467692043,3.052688507851266,2.9932206996678867,3.0249369144439697,571000
1996-11-06,3.009078807055928,3.0328659681379904,2.9496108098289966,3.0249369144439697,597000
1996-11-07,3.005114349499246,3.032866133462875,3.005114349499246,3.0130434036254883,389000
1996-11-08,3.0209722930751832,3.0447594541572456,3.0130432393811626,3.0249369144439697,244000
1996-11-11,3.0685468738654884,3.151802039191473,3.052688765140879,3.1399085521698,447000
1996-11-12,3.1399085521698,3.1399085521698,3.1399085521698,3.1399085521698,0
1996-11-13,3.1121569086499346,3.171624913588433,3.0923343663661527,3.116121530532837,556000
1996-11-14,3.1240504883827325,3.1359439755754863,3.0764761615245764,3.092334270477295,358000
1996-11-15,3.0764761208897533,3.112156771040307,3.064582444810523,3.088369607925415,222000
1996-11-18,3.0923344453751427,3.1121569881653897,3.0606180366323015,3.0764763355255127,386000
1996-11-19,3.0804405659692575,3.092334242096424,3.0130435090169754,3.0328662395477295,532000
1996-11-20,3.0051146277834064,3.032866414316948,2.9932211400144455,3.0170083045959473,379000
1996-11-21,3.05268895694641,3.05268895694641,3.0051146277834064,3.0170083045959473,377000
1996-11-22,3.028901792364908,3.028901792364908,3.0090792497354464,3.0170083045959473,340000
1996-11-25,3.0090792497354464,3.076476310571491,2.8584270183423564,3.0170083045959473,1061000
1996-11-26,3.0051146277834064,3.032866414316948,2.9932211400144455,3.0170083045959473,406000
1996-11-27,3.013043338163073,3.013043338163073,2.9456462850325242,2.997185230255127,149000
1996-11-28,2.977363030293444,3.0249373594564477,2.9694337863893643,3.0170083045959473,313000
1996-11-29,3.0923341339314727,3.0923341339314727,2.997185295373004,3.0130434036254883,144000
1996-12-02,3.0130434036254883,3.0209724577517307,2.9852918087054214,3.0130434036254883,248000
1996-12-03,2.9575398232046597,3.024936873206829,2.9575398232046597,3.02097225189209,580000
1996-12-04,2.937716756500522,2.9694329671927693,2.9218586511543987,2.945645809173584,355000
1996-12-05,2.9337531408360773,2.993221146949402,2.9337531408360773,2.9654693603515625,247000
1996-12-06,2.9733979038596576,3.0051141179205265,2.949610743314006,2.9575397968292236,155000
1996-12-09,2.965469527041726,2.993221315199504,2.937717738883948,2.953575849533081,173000
1996-12-10,2.9377172969855256,2.9773627566883847,2.9337528644413773,2.9615044593811035,385000
1996-12-11,2.973398572583549,3.0130438490759452,2.96546951728507,3.005114793777466,381000
1996-12-12,3.0328663175783523,3.03683075036036,2.957540204284466,2.9932210445404053,413000
1996-12-13,2.957540337109367,3.005114666891495,2.9535757151057322,2.973398447036743,230000
1996-12-16,3.0328659681379904,3.0447594541572456,2.977362592279845,3.0249369144439697,526000
1996-12-17,3.017007853423527,3.09233395785558,3.001149746073995,3.0804402828216553,636000
1996-12-18,3.131980060808373,3.131980060808373,3.0368312023133055,3.05268931388855,318000
1996-12-19,3.0526887810349153,3.0883696203728457,3.0130435090169754,3.0328662395477295,246000
1996-12-20,3.017007853423527,3.0883693364964215,3.017007853423527,3.0804402828216553,244000
1996-12-23,3.092334808970594,3.116121976541925,3.0526893406414404,3.1081929206848145,423000
1996-12-24,3.112156490230762,3.1676598658241124,3.0645821682936045,3.135943651199341,596000
1996-12-25,3.135943651199341,3.135943651199341,3.135943651199341,3.135943651199341,0
1996-12-26,3.1716244730774465,3.3143474382545755,3.1518017445032926,3.246950387954712,574000
1996-12-27,3.246950387954712,3.246950387954712,3.246950387954712,3.246950387954712,0
1996-12-30,3.246950387954712,3.246950387954712,3.246950387954712,3.246950387954712,0
1996-12-31,3.2509159261127967,3.3262422403207474,3.092334808970594,3.1081929206848145,893000
1997-01-01,3.2826316475333894,3.3262417316436768,3.2112703447761772,3.3262417316436768,892000
1997-01-02,3.3698514013579395,3.405532241395673,3.2548800157292135,3.270738124847412,996000
1997-01-03,3.2865956244478416,3.3262410789344368,3.2509147910273213,3.290560245513916,496000
1997-01-06,3.3302053638485423,3.389673546327279,3.282631044717801,3.294524908065796,612000
1997-01-07,3.2707379493850386,3.3579577338997013,3.2707379493850386,3.338135004043579,964000
1997-01-08,3.3698511359516723,3.468964404656133,3.3698511359516723,3.433283567428589,960000
1997-01-09,3.409496034850686,3.48482194033971,3.409496034850686,3.4570703506469727,900000
1997-01-10,3.528431967289813,3.6989068984985356,3.528431967289813,3.698906898498535,1495000
1997-01-13,3.8495603795076874,3.8495603795076874,3.60772407666189,3.6592626571655273,1490000
1997-01-14,3.6592624369702444,3.722695259325385,3.5879011262123974,3.6513335704803467,1658000
1997-01-15,3.6870138189739863,3.909027338027954,3.6870138189739863,3.909027338027954,3326000
1997-01-16,4.043822171655774,4.182580929414734,3.635475521177894,3.667191743850708,3445000
1997-01-17,3.468964447712121,3.8257720682419483,3.468964447712121,3.663226366043091,2193000
1997-01-20,3.623582152370039,3.6473691311199232,3.500681501871603,3.5205042362213135,1152000
1997-01-21,3.52050301030943,3.52050301030943,3.3500280835869067,3.405531644821167,2153000
1997-01-22,3.568077735681351,3.623581303236647,3.4491417355412155,3.6037585735321045,1472000
1997-01-23,3.6037585735321045,3.6037585735321045,3.6037585735321045,3.6037585735321045,0
1997-01-24,3.6037585735321045,3.6156520601199813,3.5641131141230185,3.6037585735321045,915000
1997-01-27,3.6077234464988295,3.7345883205092356,3.6077234464988295,3.7187302112579346,2722000
1997-01-28,3.7187303077875633,3.885240648292018,3.687014088461682,3.8614532947540283,2600000
1997-01-29,4.043821406885033,4.043821406885033,3.702871888589328,3.730623483657837,2714000
1997-01-30,3.7306237453294697,3.766304586112905,3.655297819965559,3.7425172328948975,1441000
1997-01-31,3.9645315476187393,3.9645315476187393,3.568078392856865,3.6513335704803467,1780000
1997-02-03,3.5799709584510655,3.587900200983403,3.4967158022969898,3.540325880050659,1829000
1997-02-04,3.5125744232874263,3.675120516202698,3.5125744232874263,3.615652322769165,3357000
1997-02-05,3.7583756841719733,3.7663049286615315,3.639440041526096,3.647368907928467,1191000
1997-02-06,3.6473682579770346,3.6790844741091475,3.615652041844922,3.663226366043091,589000
1997-02-07,3.639440041526096,3.675120885554734,3.6315107970365377,3.647368907928467,649000
1997-02-10,3.6275464331230363,3.6790853917138877,3.6275464331230363,3.6592626571655273,689000
1997-02-11,3.6473679570148034,3.746481218771114,3.6473679570148034,3.698906898498535,1291000
1997-02-12,3.7266596780775765,3.7623405241713304,3.687014587596791,3.7504470348358154,1218000
1997-02-13,3.726659992720055,3.7544119742956394,3.7068376348496623,3.714766502380371,685000
1997-02-14,3.726659076840011,3.7385529423438477,3.706836723841246,3.7187302112579346,697000
1997-02-17,3.7663048848147542,3.770269507013378,3.710801308295572,3.738553285598755,713000
1997-02-18,3.7187305221224176,3.738553254865397,3.667191568225543,3.6830496788024902,1045000
1997-02-19,3.698906809943732,3.726658401583235,3.6870133246820993,3.722694158554077,689000
1997-02-20,3.7187306370368405,3.7187306370368405,3.6473689481918017,3.6513335704803467,739000
1997-02-21,3.643403960492243,3.6830494232271107,3.488787487617996,3.619616985321045,819000
1997-02-24,3.5799718820910646,3.6394400821652315,3.500681326746034,3.5363621711730957,757000
1997-02-25,3.4967163883796566,3.5601488269218575,3.47292941296991,3.528432607650757,930000
1997-02-26,3.5006810210069346,3.5839361913697547,3.5006810210069346,3.57204270362854,580000
1997-02-27,3.576007379277873,3.7266592344949263,3.576007379277873,3.710801124572754,1051000
1997-02-28,3.885239819410683,3.9288495171582394,3.7266583785260585,3.84162974357605,1567000
1997-03-03,4.14293505358387,4.400629810003712,4.111218834037914,4.206367492675781,5822000
1997-03-04,4.210331916809082,4.261870865671379,4.1231121281123375,4.210331916809082,3289000
1997-03-05,4.360984802246094,4.503707805117301,4.321339334627158,4.360984802246094,5501000
1997-03-06,4.281693650979096,4.353054953469197,4.210331970401848,4.329267978668213,2469000
1997-03-07,4.329267978668213,4.329267978668213,4.329267978668213,4.329267978668213,0
1997-03-10,4.249975631608486,4.301514559287388,4.055713403253549,4.095358848571777,4684000
1997-03-11,4.083467430159745,4.202403448142491,3.972460656483199,4.016070365905762,3349000
1997-03-12,4.194474436908978,4.222226037348382,4.107254635130166,4.182580947875977,2118000
1997-03-13,4.194473145337277,4.222224737231347,4.067608293150572,4.1032891273498535,952000
